Nomor Klasifikasi,Tanggal,Judul Buku,Kode Judul Buku,Kategori,Asal/Sumber,Kode Pengarang,Pengarang,Penerbit,Tahun Terbit,Jumlah Buku,Harga,Keterangan
600,2022-10-11,Aneka Makanan dari Tepung Ketan dan Umbi-Umbian,A,Kesejahteraan Rumah Tangga, - ,HAN,Hanifa N dan Luthfeni,Azkapress,2006,2,0,Baik
600,2022-10-11,Bercocok Tanam Cokelat,B,Pertanian, - ,MUL,Wahju Muljana,Aneka Ilmu,2001,7,0,Baik
600,2022-10-11,Berkreasi dengan Singkong,B,Kesejahteraan Rumah Tangga, - ,MAS,Masrokhah,Azkapress,2006,8,0,Baik
600,2022-10-11,Budidaya Ikan Hias,B,Pertanian, - ,SOE,Soetrisno,Azkapress,2006,7,0,Baik
300,2022-10-11,Monumen di Hutan Jati,M,Ilmu-Ilmu Sosial, - ,KAR,Ano Karsana,Azkapress,2006,4,0,Baik
800,2022-10-11,Trias Berlian Anak Cerdas dan Pemberani,T,Adat Istiadat dan Kebiasaan, - ,SUH,"Suhaimi, S.Pd",Ganeca Exact,2006,4,0,Baik
800,2022-10-11,Pakaian Aneh di Pesta,P,Kesusasteraan Indonesia, - ,FIR,Endang Firdaus,PT Gading Inti Prima,2017,2,0,Baik
800,2022-10-11,Taklid Buta,T,Kesusasteraan Indonesia, - ,SHO,Abd Fattah Shobri & Ali Umar,Insan Madani,2015,2,0,Baik
800,2022-10-11,Penunggu Hutan Embacang,P,Ilmu-Ilmu Murni, - ,SUK,DH. Sukmadewi,Ganeca Exact,2006,2,0,Baik
500,2022-10-11,Belajar Statistika di Kebun Buah Kakek,B,Matematika, - ,SET,Idey Setiasih,Media Pusindo,2010,3,0,Baik
600,2022-10-11,Hutanku Harapanku,H,Ilmu-Ilmu Murni, - ,ALI,Abdussattar Ali,Nuansa,2001,3,0,Baik
600,2022-10-11,Budidaya Lele Dumbo,B,Pertanian, - ,SUT,Sutrisno,Azkapress,2006,5,0,Baik
600,2022-10-11,Budidaya Tanaman Kangkung,B,Pertanian, - ,WIY,Ari WIgati Purwandari,Azkapress,2006,5,0,Baik
600,2022-10-11,Kreasi keripik Pisang,K,Teknologi Kimia, - ,YUL,Yulia,CV Karsa Mandiri,2006,5,0,Baik
500,2022-10-11,Membuat Neraca,M,Ilmu-Ilmu Murni, - ,PUR,"Eko Purjiyanto, S.Pd",Azkapress,2006,7,0,Baik
600,2022-10-11,Membuat Keripik Bayam dan Keripik Kangkung,M,Kesejahteraan Rumah Tangga, - ,FAR,Yunita Farlina,CV Jasa Grafika Indonesia,2006,6,0,Baik
600,2022-10-11,Belimbing Manis,B,Pertanian, - ,RUK,"Ir. H. Rahmat Rukmana, M.Sc, M.M",Aneka Ilmu,2006,8,0,Baik
600,2022-10-11,Bercocok Tanam Kopi,B,Pertanian, - ,MUL,Wahju Muljana,Aneka Ilmu,2006,7,0,Baik
600,2022-10-11,Membuat Saus Pepaya dan Saus Tomat,M,Kesejahteraan Rumah Tangga, - ,YUL,Yulia,Globalindo,2006,5,0,Baik
700,2022-10-11,Membuat Kerajinan dari Tanah Liat,M,Seni Plastik dan Seni Pahat Patung, - ,CBM,Tim CBM,CV Citra Praya,2006,6,0,Baik
600,2022-10-11,Bercocok Tanam Buah-Buahan,B,Pertanian, - ,DAR,Drs. Daryanto,Aneka Ilmu,2006,7,0,Baik
800,2022-10-11,Kecil-Kecil Berani Berpidato,K,Bahasa, - ,WAR,Edi Warsidi,CV Karsa Mandiri,2006,4,0,Baik
600,2022-10-11,Pengawetan Makanan Dikeringkan,P,Kesejahteraan Rumah Tangga, - ,YUL,Yulia,PT Karya Kita,2006,6,0,Baik
600,2022-10-11,Mengenal Sepeda,M,Ilmu Teknik, - ,SIK,Komunitas Siklus,PT Karya Kita,2006,8,0,Baik
700,2022-10-11,Berkreasi dengan Kulit,B,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,Globalindo,2006,3,0,Baik
600,2022-10-11,Waspadai Bahan Kimia di Rumah Kita,W,Teknologi Kimia, - ,KUR,Kurniasih,Visindo Media Persada,2006,8,0,Baik
100,2022-10-11,Teladan Buat Kita,T,Adat Istiadat dan Kebiasaan, - ,AMI,Mustamir Amir,Nuansa,2006,4,0,Baik
600,2022-10-11,Makan Pagi Sebagai Raja,M,Kesejahteraan Rumah Tangga, - ,SET,Tanti Setiawati,CV Karya Mandiri Pratama,2006,6,0,Baik
600,2022-10-11,Bagaimana Merawat Kulit?,B,Ilmu Kedokteran, - ,CBM,Tim CBM,CV Citra Praya,2006,6,0,Baik
600,2022-10-11,Belajar Membuat Kerupuk,B,Kesejahteraan Rumah Tangga, - ,AMI,Aminudin,CV Jasa Grafika Indonesia,2006,5,0,Baik
600,2022-10-11,Bagaimana Merawat Mulut?,B,Ilmu Kedokteran, - ,CBM,Tim CBM,CV Citra Praya,2006,6,0,Baik
600,2022-10-11,Bagaimana Merawat Mata?,B,Ilmu Kedokteran, - ,CBM,Tim CBM,CV Citra Praya,2006,6,0,Baik
600,2022-10-11,Cara Praktis Bertanam Jeruk,C,Pertanian, - ,EVI,W.P Evitadewi,Aneka Ilmu,2006,9,0,Baik
600,2022-10-11,Budidaya Salak Pondoh,B,Pertanian, - ,PUR,"Drs. Harsoyo Purnomo, M.Si",Aneka Ilmu,2006,7,0,Baik
600,2022-10-11,Mengenal dan Bertanam Palem Hias,M,Pertanian, - ,SOP,Yayan Sopyan,PT Karya Kita,2006,7,0,Baik
600,2022-10-11,Bagaimana Merawat Kuku?,B,Ilmu Kedokteran, - ,CBM,Tim CBM,CV Citra Praya,2006,6,0,Baik
000,2022-10-11,Asyiknya Menjadi Wartawan Cilik,A,Bahasa, - ,WAR,Edi Warsidi,CV Karsa Mandiri,2006,4,0,Baik
600,2022-10-11,Aneka Industri Pepaya,A,Kesejahteraan Rumah Tangga, - ,SAN,"Anno D Sajani, Sugeng Sudarsono dan Yudhi Sulistiono",PT Karya Kita,2006,8,0,Baik
400,2022-10-11,Pengalaman Lintang Belajar Bahasa Inggris,P,Bahasa, - ,KUR,Arief Kurniawan,PT Karya Kita,2006,4,0,Baik
900,2022-10-11,Pemberontakan Madiun (Mr. Amir Syarifuddin),P,Geografi dan Sejarah, - ,MIH,ST. Miharja,PT Sarana Panca Karya Nusa,2017,3,0,Baik
600,2022-10-11,Mengais Rezeki dari Pelepah Pisang,M,Menggambar dan Seni Dekorasi, - ,PUT,Wahyu Putranto,CV Karya Mandiri Pratama,2006,8,0,Baik
600,2022-10-11,"Mengapa, Gigimu Bisa Sakit?",M,Ilmu Kedokteran, - ,AGU,Eka Agustiana,CV Citra Praya,2006,6,0,Baik
600,2022-10-11,Membuat Pesawat Terbang Sendiri,M,Astronomi, - ,FAR,Farisy M.Y,CV Nuansa Citra Grafika,2006,5,0,Baik
600,2022-10-11,Kiat Sukses Beternak Jangkrik,K,Pertanian, - ,SOE,Hardi Soenanto,Aneka Ilmu,2006,8,0,Baik
500,2022-10-11,Mengerti Tentang Mamalia,M,Ilmu-Ilmu tentang Hewan, - ,YUL,Tri Yulianto,Aneka Ilmu,2017,2,0,Baik
600,2022-10-11,Beternak Puyuh,B,Pertanian, - ,ADI,Aditya P. H,PT Adfale Prima Cipta,2005,3,0,Baik
700,2022-10-11,Sejarah dan Kisah Seni Teater,S,Seni Rekreasi dan Pertunjukan, - ,FID,Fidelara,PT Armandelta Selaras,2010,2,0,Baik
300,2022-10-11,Aku Bangga Menjadi Anggota Polisi Republik Indonesia,A,Administrasi Negara, - ,HAM,Hamzah,PT Armandelta Selaras,2010,2,0,Baik
600,2022-10-11,Bioteknologi di Sekitar Kita,B,Teknologi Kimia, - ,MUL,Reni Mulyati,Intan Pariwara,2008,3,0,Baik
500,2022-10-11,Jelajahi Sistem Tata Surya,J,Astronomi, - ,YAS,Anita Yasuda,Nomad Press,2009,3,0,Baik
300,2022-10-11,"Pakaian Adat, Senjata Tradisional, dan Rumah Adat (Provinsi Sulawesi Selatan, Provinsi Nusa Tenggara Barat, dan Provinsi Nusa Tenggara Timur)",P,Adat Istiadat dan Kebiasaan, - ,SUK,Udi Sukrama dan Otong Lesmana,PT Sarana Panca Karya Nusa,2017,3,0,Baik
700,2022-10-11,"Seni Tari Tradisional (Provinsi Sulawesi Selatan, Provinsi Nusa Tenggara Barat, dan Provinsi Nusa Tenggara Timur)",S,Seni Rekreasi dan Pertunjukan, - ,DEW,"Dewi A, Risma R dan Budi N",PT Sarana Panca Karya Nusa,2017,3,0,Baik
300,2022-10-11,Pancasila di Antara Ideologi Besar Dunia,P,Ilmu Politik, - ,DJA,Wahjudi Djaja,Cempaka Putih,2017,3,0,Baik
100,2022-10-11,Rasa Kemanusiaan,R,Ilmu-Ilmu Sosial, - ,VER,Nunung Dwi Verawati,PT Armandelta Selaras,2017,2,0,Baik
700,2022-10-11,Pemain Sepak Bola Berprestasi (1),P,Seni Rekreasi dan Pertunjukan, - ,SUT,"Sutrisno, S.Pd",PT Musi Perkasa Utama,2017,3,0,Baik
400,2022-10-11,Buku Panduan Guru Pembelajaran Bahasa Indonesia,B,Bahasa Indonesia, - ,ARI,Ariantoni,PT Armandelta Selaras,2017,2,0,Baik
800,2022-10-11,Penakluk Andalusia,P,Kesusasteraan Indonesia, - ,WAH,Wahyu M,Insan Madani,2005,2,0,Baik
700,2022-10-11,Aneka Kreasi Dari Bambu,A,Menggambar dan Seni Dekorasi, - ,SHI,Bagas Shinugi,PT Mediantara Semesta,2017,2,0,Baik
600,2022-10-11,Memahami Teknologi Populer,M,Teknologi, - ,SUR,Suryaningsih,Graha Bandung Kencana,2017,3,0,Baik
500,2022-10-11,Pesona Air dan Bunyi,P,Ilmu Teknik, - ,KOS,Irwan Kusdinar,PT Sarana Panca Karya Nusa,2017,3,0,Baik
700,2022-10-11,Memanfaatkan Aneka Kertas,M,Menggambar dan Seni Dekorasi, - ,SHI,Bagas Shinugi,PT Mediantara Semesta,2017,3,0,Baik
700,2022-10-11,Langkah Menjadi Petenis Hebat,L,Seni Rekreasi dan Pertunjukan, - ,SUG,"Drs. Sugiarto, M.M dan Budi Suprianto",PT Mediantara Semesta,2017,3,0,Baik
600,2022-10-11,Memelihara Kesehatan Gigi Mulut,M,Ilmu Kedokteran, - ,LEN,Lenita,CV Indradjaya,2006,2,0,Baik
700,2022-10-11,Aksesori dari Barang Bekas,A,Menggambar dan Seni Dekorasi, - ,SHi,Bagas Shinugi,PT Mediantara Semesta,2017,3,0,Baik
900,2022-10-11,Selayang Pandang Indonesiaku,S,Geografi dan Sejarah, - ,TIM,Tim Penulis Mandiri,Tiga Serangkai,2017,3,0,Baik
500,2022-10-11,Bumi Dan Tata Surya,B,Astronomi, - ,PIT,Ayudiyah Pitaloka,Gading Inti Prima,2011,3,0,Baik
900,2022-10-11,Lebih Dekat Mengenal Pulau Sumatra,L,Karya Umum, - ,ILM,Ichsan Suhada,Bintang ilmu,2010,3,0,Baik
300,2022-10-11,Teguh Penyuluh yang handal,T,Ilmu Ilmu Murni, - ,YAN,Ahmas Yani,Ganeca Exact,2006,2,0,Baik
700,2022-10-11,Keunikan Teknik Batik Karya,K,Ilmu Teknik, - ,SUR,Agung Suroso,Saka Mitra Kompetensi,2010,3,0,Baik
900,2022-10-11,Atlas Indonesia dan Dunia,A,Astronomi, - ,RIA,Riadika Mastra,Krida Yudha Nusantara,2006,9,0,Baik
900,2022-10-11,Atlas Peta Indonesia,A,Astronomi, - ,RIA,Riadika Mastra,Yudha Nusantara,2006,14,0,Baik
500,2022-10-11,Satwa Terancam Bahaya,S,Ilmu-Ilmu tentang Hewan, - ,WAT,Jen Green,Aladdin Books,2006,2,0,Baik
500,2022-10-11,Sempoa Junior 3,S,Matematika, - ,BAS,Chabib Basarudin,Grasindo,2006,2,0,Baik
500,2022-10-11,Sempoa Junior 2,S,Matematika, - ,BAS,Chabib Basarudin,Grasindo,2006,3,0,Baik
500,2022-10-11,Sempoa Junior 1,S,Matematika, - ,BAS,Chabib Basarudin,Grasindo,2006,3,0,Baik
700,2022-10-11,Membuat Boneka Kayu,M,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,Globalindo,2006,4,0,Baik
600,2022-10-11,"Mari, Bertanam Kacang",M,Pertanian, - ,NUR,Diana Nurdiansyah,Visindo Media Persada,2006,7,0,Baik
700,2022-10-11,Melipat Kertas,M,Menggambar dan Seni Dekorasi, - ,SUK,Sukanto dan Sugeng H.R,Aneka Ilmu,2001,2,0,Baik
700,2022-10-11,Membuat Kolam Ikan,M,Seni Perkotaan & Pertamanan, - ,CBM,Tim CBM,Visindo Media Persada,2006,8,0,Baik
700,2022-10-11,Asyiknya Bermain dan Belajar Alat Musik,A,Musik, - ,CBM,Tim CBM,Karya Mandiri Pratama,2006,4,0,Baik
600,2022-10-11,Mari Menanam dan Mengolah Tomat,M,Pertanian, - ,KUR,Arief Kurniawan,Citra Praya,2006,4,0,Baik
100,2022-10-11,Budi Pekerti Kepada Ibu dan Bapak,B,Adat Istiadat dan Kebiasaan, - ,CBM,Tim CBM,Karya Mandiri Pratama,2007,4,0,Baik
600,2022-10-11,Cara Mudah Beternak Ayam Kampung,C,Pertanian, - ,SUS,Daryo Susmanto,Karya Kita,2006,4,0,Baik
600,2022-10-11,Kehidupan Masyarakat Bajau,K,Pertanian, - ,BAC,T. Bachtiar,Azkapress,2006,6,0,Baik
600,2022-10-12,Membuat Kandang Ayam,M,Pertanian, - ,CBM,Tim CBM,Visindo Media Persada,2006,3,0,Baik
600,2022-10-12,Mari Beternak Belut,M,Pertanian, - ,MUL,Wahju Muljana,Aneka Ilmu,2001,7,0,Baik
600,2022-10-12,Mineral Dan Baja,M,Teknologi Kimia, - ,KUR,Irwan Kurniawan,Nuansa,2006,6,0,Baik
100,2022-10-12,Budi Pekerti di Sekolah,B,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,CV Karya Mandiri Pratama,2006,2,0,Baik
600,2022-10-12,Membuat Pakaian Seragam,M,Kesejahteraan Rumah Tangga, - ,AFF,Lisyani Affandi,Azkapress,2006,4,0,Baik
600,2022-10-12,Bercocok Tanam Sayuran,B,Pertanian, - ,SUG,Sugeng HR,Aneka Ilmu,2006,2,0,Baik
800,2022-10-12,Daun Itu Menangis Lagi,D,Kesusasteraan, - ,TAS,Abel Tasman,Ganeca Exact,2006,3,0,Baik
500,2022-10-12,Alam Semesta,A,Fisika, - ,KUR,Irwan Kurniawan,Nuansa,2006,6,0,Baik
300,2022-10-12,Kami Anak Desa,K,Ilmu-Ilmu Sosial, - ,YUL,Helmi Yuliana,Yayasan Nuansa Cendekia,2006,4,0,BAIK
300,2022-10-12,Dari Sudut Dusun Paguan,D,Ilmu-Ilmu Sosial, - ,PUD,Tatik Pudjiani,Yayasan Nuansa Cendekia,2006,2,0,Baik
100,2022-10-12,Menguak Kesombongan,M,Ilmu-Ilmu Sosial, - ,JUP,Jupagni,Yayasan Nuansa Cendekia,2006,4,0,Baik
600,2022-10-12,Membuat Aneka Jus,M,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,Jasa Grafika Indonesia,2006,5,0,Baik
800,2022-10-12,Kecil-kecil Berani Menyunting Naskah,K,Bahasa, - ,AMI,Edi Muljana,CV Karsa Mandiri,2006,3,0,Baik
600,2022-10-12,Tempe Jangan Dianggap Sepele,T,Teknologi Kimia, - ,TRI,Triyati,Globalindo,2006,5,0,Baik
600,2022-10-12,Manisnya Permen Jeli,M,Kesejahteraan Rumah Tangga, - ,AST,R. Astiyarini U.,Nuansa Citra Grafika CV,2006,8,0,Baik
600,2022-10-12,Mari Berkebun Sayuran,M,Pertanian, - ,RIS,Rita Rismiati,Visindo Media Persada,2006,1,0,BAIK
600,2022-10-12,Lele Dumbo Budi Daya dan Pascapanen,L,Pertanian, - ,RUK,"Ir. H. Rahmat Rukmana, M.Sc, M.M",Aneka Ilmu,2003,6,0,Baik
600,2022-10-12,Beternak Sapi Daging dan Masalahnya,B,Pertanian, - ,SET,Bambang Setiadi,Aneka Ilmu,2001,5,0,BAIK
600,2022-10-12,Model Teknologi Sederhana,M,Ilmu Teknik, - ,PUR,"Eka Purjianta, S.Pd",Azkapress,2006,2,0,BAIK
600,2022-10-12,Timun,T,Pertanian, - ,CAH,Ir. Bambang Cahyono,Aneka Ilmu,2006,8,0,Baik
600,2022-10-12,Budi Daya Kelapa Kopyor,B,Fisika, - ,RUK,"Ir. H. Rahmat Rukmana, M.Sc, M.M",Aneka Ilmu,2004,7,0,Baik
800,2022-10-12,Mari Belatih Menulis Puisi,M,Bahasa, - ,AMI,Aminudin,Karsa Mandiri,2006,2,0,BAIK
400,2022-10-12,Kecil-Kecil Berkirim Surat,K,Bahasa, - ,WAR,Edi Warsidi,Karsa Mandiri,2006,4,0,Baik
700,2022-10-12,Aneka Kreasi dari Kain,A,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,Citra Praya,2006,5,0,BAIK
100,2022-10-12,Budi Pekerti di Rumah,B,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,Karya Mandiri Pratama,2006,3,0,Baik
500,2022-10-12,Bocah - Bocah dan Katak,B,Matematika, - ,SHO,Abd Fattah Shobri dan Ali Umar,Pustaka Insan Madani,2017,2,0,Baik
600,2022-10-14,Bercocok Tanam Teh,B,Pertanian, - ,MUL,Wahju Muljana,Aneka Ilmu,2006,8,0,Baik
600,2022-10-14,Mengenal Tanaman Anggur,M,Pertanian, - ,NUR,Diana Nurdiansyah,Visindo Media Persada,2006,7,0,Baik
500,2022-10-14,"Seri Ensiklopedia Anak, A-Z Matematika volume 1 A-F",S,Matematika, - ,GLO,David Glover,Grafindo Media Pratama,2006,13,0,Baik
900,2022-10-14,Al-Dinawari,A,Biografi, - ,ERN,Tim Pustaka Fathin,Tiga Serangkai,2006,12,0,Baik
900,2022-10-14,Ar-Razi,A,Biografi, - ,FAT,Tim Pustaka Fathin,Tiga Serangkai,2006,13,0,Baik
900,2022-10-14,Ibnu Sina,I,Biografi, - ,FAT,Tim Pustaka Fathin,Tiga Serangkai,2006,12,0,Baik
900,2022-10-14,Atlas Tematik Provinsi,A,Geografi dan Kisah Perjalanan, - ,MUS,Ade Mushaputra dan Maulana Hadisaputra,PT Listafariska Putra,2006,179,0,Baik
300,2022-10-14,"Seri Lingkungan HIdup, Pemanasan Global",S,Ilmu-Ilmu Murni, - ,WAT,Franklin Watts,Aladdin Books,2006,1,0,Baik
300,2022-10-14,"Seri Lingkungan HIdup, Pangan dan Dunia",S,Ilmu-Ilmu Murni, - ,WAT,Franklin Watts,Aladdin Books,2006,1,0,Baik
300,2022-10-14,"Seri Lingkungan HIdup, Hak Asasi Satwa",S,Ilmu-Ilmu tentang Hewan, - ,WAT,Franklin Watts,Aladdin Books,2006,3,0,Baik
600,2022-10-14,Bertamasya Ke Luar Angkasa,B,Ilmu-Ilmu Murni, - ,HER,Hermawan,Ganeca Exact,2006,1,0,Baik
300,2022-10-14,"Seri Lingkungan HIdup, Energi Masa Depan",S,Fisika, - ,WAT,Franklin Watts,Aladdin Books,2006,2,0,Baik
300,2022-10-14,"Seri Lingkungan HIdup, Makanan Rekayasa Genetik",S,Ilmu-Ilmu Murni, - ,WAT,Franklin Watts,Aladdin Books,2006,1,0,Baik
500,2022-10-14,Petualangan Antariksa,P,Ilmu-Ilmu Murni, - ,JUS,Jusuf D.C,Ganeca Exact,2006,1,0,Baik
500,2022-10-14,"Seri Ensiklopedia Anak, A-Z Matematika volume 2 G-P",S,Matematika, - ,GLO,David Glo,Grafindo Media Pratama,2006,13,0,Baik
500,2022-10-14,"Seri Ensiklopedia Anak, A-Z Matematika volume 3 Q-Z",S,Matematika, - ,GLO,David Glover,Grafindo Media Pratama,2006,13,0,Baik
300,2022-10-20,Pencemaran Lingkungan dan Penanganannya,P,Pertanian, - ,DWI,Kus Dwiyatmo B,PT Citra Aji Parama,2017,3,0,Baik
300,2022-10-20,"Mengenal Bumi untuk Menjaga Kelestarian Bumi, Seri 1 Planet Bumi",M,Geografi dan Kisah Perjalanan, - ,IND,Ciceu Indariawati,CV Graha Ilmu Mulia,2017,3,0,Baik
300,2022-10-20,"Mengenal Bumi untuk Menjaga Kelestarian Bumi, Seri 2 Kelestarian Lingkungan",M,Geografi dan Kisah Perjalanan, - ,SUR,Suryaningsih,CV Graha Ilmu Mulia,2017,3,0,Baik
500,2022-10-20,"Mengenal Laut untuk Menjaga Kelestarian Laut, Seri 1 Kehidupan Laut",M,Karya Umum, - ,NOR,Budi Nurani,CV Graha Ilmu Mulia,2017,3,0,Baik
500,2022-10-20,"Mengenal Laut untuk Menjaga Kelestarian Laut, Seri 2 Pantai dan Kehidupannya",M,Karya Umum, - ,RUK,Siti Rukoyah,CV Graha Ilmu Mulia,2017,2,0,Baik
500,2022-10-20,"Mengenal Laut untuk Menjaga Kelestarian Laut, Seri 3 Peristiwa di Laut",M,Karya Umum, - ,ARI,Leni Ariani,CV Graha Ilmu Mulia,2017,3,0,Baik
900,2022-10-20,Menjelajah Lautan,M,Karya Umum, - ,AST,Dewi Yuliana Astuti,PT Sarana Panca Karya Nusa,2017,3,0,Baik
500,2022-10-20,"Pengayaan Pengetahuan Ensiklopedia Matematika Terapan, Matematika dalam Masyarakat",P,Matematika, - ,THO,Sue Thomson dan Ian Forster,Cempaka Putih,2017,1,0,Baik
300,2022-10-20,Memberdayakan Potensi Kaum Muda,M,Psikologi, - ,SUG,Sugiyarto,Cempaka Putih,2017,4,0,Baik
700,2022-10-17,Sejarah Batik Indonesia,S,Sejarah Umum Asia, - ,DED,Deden Dedi S.,PT Sarana Panca Karya Nusa,2017,3,0,Baik
300,2022-10-17,Mengenal Benda dan Lingkungan,M,Fisika, - ,YUL,Yuli Widayati,PT Sarana Panca Karya Nusa,2017,3,0,Baik
900,2022-10-17,Mengenal Kerajaan,M,Sejarah Umum Asia, - ,DEV,Devi Andriana,PT Mapan,2017,3,0,Baik
500,2022-10-17,Cahaya Di Dalam Semesta,C,Fisika, - ,WEN,Weni R. Dkk,Mediantara,2017,3,0,Baik
700,2022-10-17,Berdamai Teater,B,Seni Rekreasi dan Pertunjukan, - ,RUS,Rusputranto dan Marstyanto,Pustaka Sunda,2017,3,0,Baik
300,2022-10-17,"Berbeda, Tetapi Satu",B,Etika, - ,ROS,M. Rosid Kusnan,Cempaka Putih,2017,3,0,Baik
300,2022-10-17,Bela Negara,B,Ilmu Politik, - ,YUD,Yudi Suparyanto,Cempaka Putih,2017,3,0,Baik
300,2022-10-17,Aku Bangga Menjadi Hakim,A,Ilmu Politik, - ,WID,Widodo,Armandelta,2017,3,0,Baik
500,2022-10-17,Mengenal Cuaca dan Iklim di Indonesia,M,Ilmu Pengetahuan Tentang Bumi, - ,ISW,"Iswanto, S.Si",Pakar Raya Pustaka,2017,3,0,Baik
900,2022-10-17,Aku Bangga Pahlawanku,A,Biografi Umum, - ,FID,Fidelara,Armandelta,2017,3,0,Baik
300,2022-10-17,Air Meluap Timbullah Bencana,A,Ilmu Pengetahuan Tentang Bumi, - ,SRI,"Sri Mintarjo, S.Si.",Pakar Raya Pustaka,2017,3,0,Baik
300,2022-10-17,Mengenal Lingkungan 2,M,Ilmu Pengetahuan Tentang Bumi, - ,SES,Sesya Gianti,PT Graha Bandung Kencana,2017,3,0,Baik
500,2022-10-17,Mengenal Tata Surya 4,M,Ilmu Pengetahuan Tentang Bumi, - ,ADR,Adriansyah Arifin,PT Graha Bandung Kencana,2017,3,0,Baik
500,2022-10-17,Memahami Kehidupan Di Bumi,M,Ilmu- Ilmu Tentang Kehidupan, - ,NAR,M. Narti Fauziah,PT Graha Bandung Kencana,2017,3,0,Baik
300,2022-10-17,Pembina Pramuka Memimpin dengan Hati,P,"Layanan sosial, Asosiasi", - ,KAH,P.C. Kahono,PT Puri Pustaka,2017,3,0,Baik
500,2022-10-17,Berpetualang di Planet Bumi,B,Ilmu- Ilmu Tentang Kehidupan, - ,ARI,Ari Wahyu Aryandi,PT Sarana Panca Karya Nusa,2017,3,0,Baik
800,2022-10-17,Petualangan Langlang Tinggi Hati dan Rendah Hati,P,kesusasteraan Indonesia, - ,ALI,Ali Muakhir,Pustaka Sunda,2017,4,0,Baik
300,2022-10-17,Sumber Daya Kelautan,S,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,2,0,Baik
300,2022-10-17,Masyarakat Pesisir Menatap Masa Depan,M,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
500,2022-10-17,Pemanasan Global dan Perubahan Garis Pantai,P,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
500,2022-10-17,Laut Sebagai Pemersatu Bangsa,L,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
600,2022-10-17,Penebar Jala,P,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
600,2022-10-17,Industri Perikanan Nusantara,I,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,2,0,Baik
500,2022-10-17,Bangsa Bahari,B,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
500,2022-10-17,Pariwisata Bahari Nusantara,P,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
500,2022-10-17,Berlayar Dari Pulau Ke Pulau,B,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
500,2022-10-17,Terumbu Karang,T,Ilmu Pengetahuan Tentang Bumi, - ,ADH,Adhyaksa Dault,PT Citra Aji Parama,2017,3,0,Baik
800,2022-10-17,Petualangan Langlang Penakut dan Pemberani,P,kesusasteraan Indonesia, - ,ALI,Ali Muakhir,Pustaka Sunda,2017,3,0,Baik
500,2022-10-17,Binatang Yang Harus Dilindungi 1,B,Ilmu- Ilmu Tentang Hewan, - ,WET,Bernard De Wetter,Tiga Serangkai,2017,3,0,Baik
500,2022-10-17,Binatang Yang Harus Dilindungi 2,B,Ilmu- Ilmu Tentang Hewan, - ,WET,Bernard De Wetter,Tiga Serangkai,2017,3,0,Baik
500,2022-10-17,Binatang Yang Harus Dilindungi 3,B,Ilmu- Ilmu Tentang Hewan, - ,WET,Bernard De Wetter,Tiga Serangkai,2017,3,0,Baik
500,2022-10-17,Udara Di Sekeliling Bumi,U,Ilmu Pengetahuan Tentang Bumi, - ,BAH,Bahrudin Supardi Daris Efandi,Rosda,2017,2,0,Baik
500,2022-10-17,Aku Makin Tahu Tentang Bumi dan Iklimnya,A,Ilmu Pengetahuan Tentang Bumi, - ,ANN,Anna Martina,Bina Sumber Daya MIPA,2017,3,0,Baik
700,2022-10-17,Panduan Melukis dengan Pastel,P,Menggambar dan Seni Dekorasi, - ,BER,Philip Berrill,Kademia,2017,3,0,Baik
700,2022-10-17,Panduan Melukis dengan Cat Minyak,P,Menggambar dan Seni Dekorasi, - ,BER,Philip Berrill,Kademia,2017,3,0,Baik
700,2022-10-17,Panduan Melukis dengan Cat Air,P,Menggambar dan Seni Dekorasi, - ,BER,Philip Berrill,Kademia,2017,3,0,Baik
500,2022-10-17,Peningkatan dan Pengayaan Matematika 3,P,Matematika, - ,WAH,Prof. Wahyudin,Ipa Abong,2017,3,0,Baik
500,2022-10-17,Peningkatan dan Pengayaan Matematika 2,P,Matematika, - ,WAH,Prof. Wahyudin,Ipa Abong,2017,3,0,Baik
