Nomor Klasifikasi,Tanggal,Judul Buku,Kode Judul Buku,Kategori,Asal/Sumber,Kode Pengarang,Pengarang,Penerbit,Tahun Terbit,Jumlah Buku,Harga,Keterangan
500,2022-10-14,Muatan Lokal Ensiklopedia IPTEK 7,M,Ensiklopedia Umum, - ,DOD,Dody Hidayat dan Imam Firdaus,Penerbit Lentera Abadi,2017,2,0,Baik
500,2022-10-04,Cakrawala Sains Serba Serbi Energi,C,Fisika, - ,OKT,Dian Malini Oktovina,Nobel Edumedia,2008,6,0,Baik
500,2022-10-04,Mengenal Energi,M,Fisika, - ,SAF,Desi Safitri,PT Graha Bandung Kencana,2017,3,0,Baik
500,2022-10-04,Panas dan Energi,P,Fisika, - ,SEA,Bobbi Searle,PT Gading Inti Prima,2017,6,0,Baik
500,2022-10-04,Mari Bereksperimen dengan Sains,M,Fisika, - ,NUR,R Nurfadilah,PT Musi Perkasa Utama,2017,6,0,Baik
500,2022-10-04,"Memahami Gelombang, Bunyi, dan Cahaya",M,Fisika, - ,WIJ,Tedy Wijaya,PT Graha Bandung Kencana,2017,3,0,Baik
500,2022-10-04,Menyelidiki Matahari,M,Astronomi, - ,MAR,Hs Mardiyah,PT Musi Perkasa Utama,2017,5,0,Baik
500,2022-10-04,Pengetahuan Tentang Udara,P,Ilmu-Ilmu tentang Kehidupan, - ,YUL,Dewi Yuliana Astuti,PT Sarana Panca Karya Nusa,2017,6,0,Baik
500,2022-10-04,Persahabatan dengan Listrik,P,Fisika, - ,WIY,Setyo Budi Wiyono,Intan Pariwara,2008,3,0,Baik
500,2022-10-05,Mengenal Zat,M,Kimia, - ,AJI,Setia Aji,PT Graha Bandung Kencana,2017,3,0,Baik
500,2022-10-05,"Seri Sains Dasar , Mengenal Magnet",S,Fisika, - ,SUA,Dewi Suartini,PT Albama,2017,3,0,Baik
500,2022-10-05,Mengenal Listrik,M,Fisika, - ,NUR,P Tri Nurcahyo,Insan Madani,2011,3,0,Baik
600,2022-10-05,Mengenal Teknologi Sederhana,M,Ilmu Teknik, - ,PUR,"Eka Purjianta, S.Pd",Azkapress,2006,6,0,Baik
900,2022-10-05,Wawasan Nusantara,W,Ilmu-Ilmu Sosial, - ,SUD,Yudi Suparyanto,Cempaka Putih,2008,3,0,Baik
800,2022-10-05,Kisah Pejabat Yang Amanah,K,Fiksi, - ,SAK,Tri Sakhamto,Inti Medina,2011,3,0,Baik
000,2022-10-05,Aneka Kreasi Grafis Pemula dengan Corel Draw,A,Karya Umum, - ,RAC,DIky Rachmat dan Yusuf Sobari,Tiga Serangkai,2009,3,0,Baik
700,2022-10-05,Pemain Basket Berprestasi,P,Atletik dan Olahraga, - ,SUT,"Sutrisno, S.Pd dan Yuni Marlani",PT Musi Perkasa Utama,2017,3,0,Baik
700,2022-10-05,Teknik Permainan Futsal,T,Seni Rekreasi dan Pertunjukan, - ,SUT,Andri Setyawan,Sunda Kelapa Pustaka,2010,3,0,Baik
500,2022-10-05,Aku Ingin Menjadi Astronom,A,Astronomi, - ,CBM,Tim CBM,CV Globalindo,2006,6,0,Baik
600,2022-10-05,"Ayo, Membuat Deterjen",A,Teknologi Kimia, - ,KUR,Kurniasih,PT Karya Kita,2006,6,0,Baik
300,2022-10-05,Pewaris Sifat dan Pemanfaatannya,P,Pendidikan, - ,MUL,Reni Mulyati,Intan Pariwara,2008,3,0,Baik
700,2022-10-05,Tina dan Sulamannya,T,Menggambar dan Seni Dekorasi, - ,PUT,Wahyu Putranto,Nuansa Citra Grafika CV,2002,5,0,Baik
500,2022-10-05,Pesona Daun Anthurium Jenmanii,P,Pertanian, - ,SER,Eddy Triharyanto dan Joko Sutrisno,Tiga Serangkai,2007,3,0,Baik
000,2022-10-05,Mengenal Perangkat Komputer,M,Karya Umum, - ,SHI,Bagas Shinugi,Mediantara,2012,3,0,Baik
100,2022-10-05,"Ayo, Hidup berdisiplin",A,Pendidikan, - ,SUT,Amin Suprihatini,Cempaka Putih,2010,3,0,Baik
800,2022-10-05,Ayo Belajar Pidato,A,Kesusasteraan Indonesia, - ,AVI,Lufti Avianto,Mediantara,2009,3,0,Baik
600,2022-10-05,Mengenal Sepeda Motor dan Perlengkapannya,M,Ilmu Teknik, - ,MAH,Mahmudin,CV Karya Mandiri Pratama,2006,8,0,Baik
000,2022-10-05,Trampil Berinternet,T,Ilmu Teknik, - ,KUR,Arief Kurniawan,PT Karya Kita,2006,2,0,Baik
700,2022-10-05,Menata Kamar Mandi,M,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,CV Karsa Mandiri,2006,6,0,Baik
700,2022-10-05,Berkreasi Dengan Kulit Jagung,B,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,Globalindo,2006,3,0,Baik
700,2022-10-05,Seni Kreativitas dari Limbah Kertas,S,Seni Plastik dan Seni Pahat Patung, - ,DIM,Ahmad Dimyati,CV Jasa Grafika Indonesia,2006,6,0,Baik
600,2022-10-05,Piranti Menjahit,P,Kesejahteraan Rumah Tangga, - ,AFF,Lisiyani Affandi,Azkapress,2006,3,0,Baik
700,2022-10-05,Membuat Mainan Dari Kertas,M,Seni Plastik dan Seni Pahat Patung, - ,CBM,Tim CBM,CV Citra Praya,2006,5,0,Baik
600,2022-10-05,Aku Ingin Menjadi Dokter,A,Ilmu Kedokteran, - ,CBM,Tim CBM,Globalindo,2006,8,0,Baik
700,2022-10-05,Kreasi Lilin Cantik,K,Menggambar dan Seni Dekorasi, - ,CHA,Chacha,Nobel Edumedia,2017,3,0,Baik
500,2022-10-05,Rumput Yang Berharga,R,Ilmu-ilmu tentang Tumbuh-Tumbuhan, - ,ZHA,Zhahirah,CV Citra Praya,2006,8,0,Baik
600,2022-10-05,"Yuk, Menanam Kentang",Y,Pertanian, - ,AMB,Beni S Ambarjaya,Visindo Media Persada,2006,7,0,Baik
500,2022-10-05,Pengetahuan Tentang DInosaurus,P,Sejarah Dunia Purba, - ,KIR,Amani Kirana,PT Graha Bandung Kencana,2017,3,0,Baik
700,2022-10-05,Aneka Konstruksi Kerajinan Tangan,A,Menggambar dan Seni Dekorasi, - ,RAH,Raharjo STP,PT Era Pustakan Utama,2008,3,0,Baik
500,2022-10-05,Mengenal Cara-Cara Perkembangbiakan Tanaman,M,Pertanian, - ,AHM,Dadan Ahmad S,Jasa Grafika Indonesia,2006,6,0,Baik
600,2022-10-07,Membuat Nugget Ikan,M,Kesejahteraan Rumah Tangga, - ,YUN,Yunita,Jasa Grafika Indonesia,2006,6,0,Baik
600,2022-10-05,Belajar Membuat Mie dan Bihun,B,Teknologi Kimia, - ,ABD,Adi Abdul Somad,CV Nuansa Citra Grafika,2006,2,0,Baik
700,2022-10-05,Membuat Hiasan Jamur,M,Menggambar dan Seni Dekorasi, - ,HIL,"Hilmawan, M.Pd",Azkapress,2006,6,0,Baik
700,2022-10-05,"Yuk, Membuat Kreasi Dari Kertas Daur Ulang",Y,Pabrik-Pabrik, - ,SIR,E Kristin SIregar,Jasa Grafika Indonesia,2006,4,0,Baik
700,2022-10-05,Kreasi dengan Kertas Lipat,K,Menggambar dan Seni Dekorasi, - ,UMA,Reny A Umar,Jasa Grafika Indonesia,2006,6,0,Baik
300,2022-10-05,Sampah Jadi Uang,S,Menggambar dan Seni Dekorasi, - ,PUR,Endang Purwanti,Saka Mitra Kompetensi,2007,3,0,Baik
100,2022-10-05,Mengenal Warna,M,Teknologi Kimia, - ,SAS,Rantinah Sastra,Intan Pariwara,2007,3,0,Baik
700,2022-10-05,Melukis Itu Indah,M,Seni Lukis dan Lukisan, - ,MUR,"Isnu Murdewa, S.Pd dan Drs. Sigit Giri Purwana",Intan Pariwara,2006,3,0,Baik
700,2022-10-05,"Ayo, Mengenal Letak Rumah",A,Pendidikan, - ,FER,Agung Feryanto,Saka Mitra Kompetensi,2011,3,0,Baik
600,2022-10-05,Menjahit Itu Mengasyikkan,M,Menggambar dan Seni Dekorasi, - ,YUL,Marta Yuliani,Caraka Darma Aksara,2017,3,0,Baik
700,2022-10-05,Aku Berkreasi,A,Menggambar dan Seni Dekorasi, - ,SEP,M Adhi Septiadi,PT Sarana Panca Karya Nusa,2017,3,0,Baik
700,2022-10-05,Kreasi Aneka Wadah,K,Menggambar dan Seni Dekorasi, - ,SHI,Bagas Shinugi,PT Mediantara Semesta,2009,3,0,Baik
700,2022-10-05,Membuat Karakter,M,Menggambar dan Seni Dekorasi, - ,SHI,Bagas Shinugi,PT Mediantara Semesta,2009,3,0,Baik
700,2022-10-05,Wadah-Wadah Kreatif,W,Menggambar dan Seni Dekorasi, - ,SHI,Bagas Shinugi,PT Mediantara Semesta,2009,3,0,Baik
700,2022-10-05,Usaha Kreatif dari Kayu dan Bambu,U,Menggambar dan Seni Dekorasi, - ,MUS,Mustriana,Caraka Darma Aksara,2011,3,0,Baik
700,2022-10-05,Aneka Tari Anak-Anak,A,Seni Rekreasi dan Pertunjukan, - ,SUB,Ari Subekti,Intan Pariwara,2008,3,0,Baik
500,2022-10-05,Mengukur Bangun Ruang Tabung,M,Matematika, - ,AZI,Nurul Azizah,Intan Pariwara,2008,3,0,Baik
700,2022-10-05,Belajar Cepat Tari Saman,B,Seni Rekreasi dan Pertunjukan, - ,HAN,Lea Lina,Sulthan Press,2017,3,0,Baik
700,2022-10-05,Sisik Ikan DIbuang Sayang,S,Menggambar dan Seni Dekorasi, - ,FAR,Farika,Jasa Grafika Indonesia,2006,5,0,Baik
700,2022-10-05,Mengenal Teater di Indonesia,M,Seni Rekreasi dan Pertunjukan, - ,SAI,M Noor Said,Aneka Ilmu,2017,3,0,Baik
500,2022-10-05,Aku Ingin Menjadi Astronot,A,Astronomi, - ,CBM,Tim CBM,Globalindo,2006,3,0,Baik
700,2022-10-05,Sabun Bening Yang Berkilau,S,Seni Plastik dan Seni Pahat Patung, - ,NUR,Nuryadi,CV Nuansa Citra Grafika,2006,6,0,Baik
300,2022-10-05,Menjadi Pembelajar Efektif,M,Pendidikan, - ,KUR,Arief Kurniawan,PT Karya Kita,2006,8,0,Baik
600,2022-10-05,Kompor Alternatif Hemat Energi,K,Pembuatan Produk Untuk Penggunaan Khusus, - ,KUR,Arief Kurniawan,Visindo Media Persada,2006,8,0,Baik
500,2022-10-05,Rahasia Penampakan Bumi dan Langit,R,Ilmu Pengetahuan tentang Bumi dan Dunia Lain, - ,PUR,Endang Purwanti,Intan Pariwara,2008,3,0,Baik
500,2022-10-06,Flora Fauna Kalimantan,F,Ilmu-ilmu tentang Kehidupan, - ,SW,Iswanto,Intan Pariwara,2015,3,0,Baik
500,2022-10-06,Bagaimana Hewan dan Tumbuhan Mempertahankan Diri?,B,Ilmu-Ilmu tentang Kehidupan, - ,OME,Wigati Hadi Omegawati,Intan Pariwara,2008,3,0,Baik
500,2022-10-06,Gerakan Kerak Bumi dan Akibatnya,G,Ilmu Pengetahuan tentang Bumi dan Dunia Lain, - ,RAT,Safitri Yosita Ratri,Cempaka Putih,2008,3,0,Baik
500,2022-10-06,Menyelidiki Udara,M,Ilmu-Ilmu tentang Kehidupan, - ,ZAK,M Fahmi Zaki,PT Musi Perkasa Utama,2017,3,0,Baik
500,2022-10-06,Bahan Kimia Di Sekitar Kita,B,Kimia, - ,HEW,Selly Hewitt,PT Gading Inti Prima,2017,3,0,Baik
900,2022-10-06,Indonesia di Pertemuan 3 Lempeng Tektonik,I,Geografi dan Kisah Perjalanan, - ,ANJ,Eni Anjayani,Cempaka Putih,2010,3,0,Baik
500,2022-10-06,Mengenal Makhluk Hidup,M,Ilmu-Ilmu tentang Kehidupan, - ,PRA,Teguh Pratama,Graha Bandung Kencana,2017,3,0,Baik
900,2022-10-06,Tempat-Tempat Terkenal di Dunia,T,Geografi dan Kisah Perjalanan, - ,FER,Agung Feryanto,Cempaka Putih,2017,3,0,Baik
900,2022-10-06,"Sungai, Laut dan Bumi Kita",S,Geografi dan Kisah Perjalanan, - ,GAD,Ayu Dyah Pitaloka,PT Gading Inti Prima,2017,3,0,Baik
100,2022-10-06,Belajar dari Pengalaman,B,Psikologi, - ,WIS,Endar Wismulyani,Saka Mitra Kompetensi,2013,3,0,Baik
700,2022-10-06,Dasar Tari Sulawesi Selatan,D,Seni Rekreasi dan Pertunjukan, - ,MUR,Ny Andi Nurhani Sapada,PT Mapan,2017,3,0,Baik
300,2022-10-06,Ayo Belajar Komunikasi,A,Bahasa, - ,AVI,Lutfi Avianto,PT Mediantara Semesta,2017,3,0,Baik
300,2022-10-06,Mengantisipasi Penyalahgunaan Narkoba,M,Ilmu Kedokteran, - ,RAH,Weni Rahayu,PT Mediantara Semesta,2009,3,0,Baik
000,2022-10-06,Ayo Jadi Wartawan Cilik,A,Bahasa Indonesia, - ,AVI,Lutfi Avianto,PT Mediantara Semesta,2017,3,0,Baik
600,2022-10-06,Aneka Olahan Ubi Jalar,A,Kesejahteraan Rumah Tangga, - ,RAM,Sarjan Ramdani D.Y,CV Nuansa Citra Grafika,2006,7,0,Baik
600,2022-10-06,Pengawetan Makanan Dimaniskan,P,Kesejahteraan Rumah Tangga, - ,YUL,Yulia,PT Karya Kita,2006,5,0,Baik
600,2022-10-06,Membuat Nugget Sendiri,M,Teknologi Kimia, - ,Far,Yunita Farlina,PT Karya Kita,2006,6,0,Baik
600,2022-10-06,Sistem Kerja Alat Rumah Tangga (Panduan bagi Pelajar),S,Pembuatan Produk Untuk Penggunaan Khusus, - ,KRI,E Kristin SIregar,PT Karya Kita,2006,7,0,Baik
100,2022-10-06,Belajar Berempati,B,Ilmu-Ilmu Sosial, - ,FER,Agung Feryanto,Saka Mitra Kompetensi,2017,3,0,Baik
300,2022-10-06,Generasi Berprestasi,G,Ilmu-Ilmu Sosial, - ,AVI,Lutfi Avianto,PT Bina Sarana Pustaka,2017,3,0,Baik
600,2022-10-06,Cegah Dini Kanker dan Tumor,C,Pendidikan, - ,SUP,Dr Y Sutiono Supinto,PT Sunda Kelapa Pustaka,2008,3,0,Baik
600,2022-10-06,Mengenal Pembuatan Sangkar Burung,M,Menggambar dan Seni Dekorasi, - ,MUH,Aris Muharam,Visindo Media Persada,2006,6,0,Baik
600,2022-10-07,Membuat Nata de Coco,M,Teknologi Kimia, - ,YUL,Yulia,CV Nuansa Citra Grafika,2006,6,0,Baik
600,2022-10-06,Memanfaatkan Sampah Menjadi Kompos,M,Ilmu Teknik, - ,IRA,Yudi Irawan,Visindo Media Persada,2006,7,0,Baik
600,2022-10-06,Mari Mengenal Bonsai,M,Pertanian, - ,PUT,Wahyu Putranto,Visindo Media Persada,2006,3,0,Baik
600,2022-10-06,Bertanam Melon,B,Pertanian, - ,CBM,Tim CBM,Jasa Grafika Indonesia,2006,2,0,Baik
600,2022-10-06,Cara Mudah Bertanam Cabai,C,Pertanian, - ,AR,Arul T Hartanto,CV Citra Praya,2006,3,0,Baik
700,2022-10-06,Kreasi Sulaman dan Bordiran,K,Seni Grafika, - ,KUR,Novi Kurnia,Caraka Darma Aksara,2017,3,0,Baik
600,2022-10-06,"Yuk, Beternak Itik",Y,Pertanian, - ,SUS,Daryo Susmanto,PT Karya Kita,2006,6,0,Baik
600,2022-10-06,Pembuatan Minyak Kelapa,P,Kesejahteraan Rumah Tangga, - ,DEN,Dendi S.A.R dkk,Azkapress,2006,8,0,Baik
600,2022-10-06,Mengenal Kreasi Jamur,M,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,PT Karsa Mandiri,2006,5,0,Baik
600,2022-10-06,Penyakit Pencernaan,P,Ilmu Kedokteran, - ,CHA,Risdiyani Chasanah,Sunda Kelapa Pustaka,2010,2,0,Baik
300,2022-10-06,Kerja Sama di Lingkungan,K,Ilmu-Ilmu Sosial, - ,KUR,Ria Rossa Kurniawatin,PT Sarana Panca Karya Nusa,2017,3,0,Baik
800,2022-10-06,"Jadi Cerpenis Cilik, Yuk!",J,Bahasa, - ,AMI,Aminudin,PT Karsa Mandiri,2006,4,0,Baik
500,2022-10-06,Penemuan Penemuan Sains,P,Teknologi, - ,KUR,Irwan Kurniawan,Penerbit Yayasan Nuansa Cendekia,2006,6,0,Baik
600,2022-10-06,Membuat Susu Kedelai,M,Kesejahteraan Rumah Tangga, - ,PER,A Dadi Permana,CV Nuansa Citra Grafika,2006,6,0,Baik
700,2022-10-06,Menata Kamar Tidur,M,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,CV Karsa Mandiri,2006,6,0,Baik
700,2022-10-06,Membuat Mainan dari Biji-Bijian,M,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,CV Citra Praya,2006,6,0,Baik
500,2022-10-06,Lensa Ajaib,L,Ilmu-Ilmu Murni, - ,TAM,Cucu M Tami,Visindo Media Persada,2006,6,0,Baik
700,2022-10-06,Teknik Pembuatan Batik & Sablon,T,Menggambar dan Seni Dekorasi, - ,DAR,"Daryanto, BSC",CV Aneka Ilmu,2006,6,0,Baik
300,2022-10-06,Mengenal Organisasi Pelestarian Lingkungan,M,Teknologi, - ,ANJ,Eni Anjayani,Cempaka Putih,2017,3,0,Baik
600,2022-10-06,Mengenal Teknologi,M,Teknologi, - ,MUT,Arfan Mutaqin,PT Graha Bandung Kencana,2017,3,0,Baik
000,2022-10-06,Alat Komunikasi dalam Genggaman,A,Teknologi, - ,SUJ,"Eko Sujatmiko, S.Si",PT Intan Sejati,2017,3,0,Baik
600,2022-10-06,Mengenal Vanili,M,Pertanian, - ,SIK,Komunitas Siklus,CV Citra Praya,2006,4,0,Baik
700,2022-10-06,Pemain Voli Berprestasi,P,Seni Rekreasi dan Pertunjukan, - ,SUT,"Sutrisno, S.Pd",CV Musi Perkasa Utama,2017,3,0,Baik
600,2022-10-06,Membuat Keripik Buncis dan Keripik Kacang Panjang,M,Kesejahteraan Rumah Tangga, - ,YUN,Yunita,CV Jasa Grafika Indonesia,2006,6,0,Baik
600,2022-10-06,Bercocok Tanam Palawija,B,Pertanian, - ,SUG,Sugeng HR,CV Aneka Ilmu,2001,6,0,Baik
600,2022-10-06,Beternak Kelinci,B,Pertanian, - ,MAS,Mashudi,Azkapress,2006,12,0,Baik
600,2022-10-06,Budidaya Jangkrik,B,Pertanian, - ,BAY,P.P. Bayu S,Azkapress,2006,8,0,Baik
600,2022-10-06,Mengenal Makanan Sehat,M,Kesejahteraan Rumah Tangga, - ,AHM,Dadan Ahmad S,CV Karya Mandiri Pratama,2006,6,0,Baik
600,2022-10-06,Memilih Buah Segar,M,Pertanian, - ,CBM,Tim CBM,CV Jasa Grafika Indonesia,2006,7,0,Baik
600,2022-10-06,Makanan Yang Sehat,M,Pertanian, - ,HAN,Hanifa N dan Luthfeni,Azkapress,2006,4,0,Baik
600,2022-10-06,Asyiknya Menanam Stroberi,A,Pertanian, - ,CBM,Tim CBM,Jasa Grafika Indonesia,2006,6,0,Baik
600,2022-10-06,Membuat Keripik Wortel dan Keripik Terung,M,Teknologi Kimia, - ,FAR,Yunita Farlina,Jasa Grafika Indonesia,2006,5,0,Baik
800,2022-10-06,Sultan Hasanuddin,S,Kesusasteraan Indonesia, - ,SAR,A. M. Rustandie,PT Sarana Panca Karya Nusa,2017,3,0,Baik
600,2022-10-06,Budidaya Terpadu Hewan dan Tumbuhan,B,Pertanian, - ,SUP,Suparman,Ganeca Exact,2006,8,0,Baik
200,2022-10-06,Meraih Asa Meraih Nikmat-Mu,M,Adat Istiadat dan Kebiasaan, - ,SUL,Untung Sularno,Nuansa,2006,3,0,Baik
600,2022-10-06,Terampil Menggunakan Pesawat Sederhana,T,Ilmu Teknik, - ,KUR,Arief Kurniawan,CV Karya Mandiri Pratama,2006,8,0,Baik
600,2022-10-06,"Ayo, Membuat Selai",A,Teknologi Kimia, - ,RIS,Rita Rismiati,Globalindo,2006,6,0,Baik
300,2022-10-06,Demokrasi di Indonesia,D,Ilmu Politik, - ,SUP,Yudi Suparyanto,Cempaka Putih,2017,2,0,Baik
300,2022-10-06,Beberapa Norma di Indonesia,B,Ilmu Hukum, - ,SUP,Yudi Suparyanto,Cempaka Putih,2017,3,0,Baik
300,2022-10-06,Potret Pendidikan di Era Digital,P,Pendidikan, - ,SUR,Indah Suryaningtyas dan Bima Syahab Himawan,PT Temprina Media Grafika,2017,3,0,Baik
800,2022-10-06,Raihlah Bintang Bintang,R,Kesusasteraan Indonesia, - ,WIB,Sakti WIbowo dan Sheana Rifki,Nobel Edumedia,2017,3,0,Baik
700,2022-10-06,Mengenal Aneka Cabang Olahraga,M,Seni Rekreasi dan Pertunjukan, - ,NUG,Adrian R Nugraha,PT Gading Inti Prima,2017,3,0,Baik
300,2022-10-06,Mengapa Harus Demo?,M,Ilmu-Ilmu Sosial, - ,NUR,Novia Nuryany,Cempaka Putih,2017,3,0,Baik
600,2022-10-06,Teknologi pada Masyarakat Desa,T,Teknologi, - ,WID,Retno Widayanti,Cempaka Putih,2017,3,0,Baik
300,2022-10-06,Perubahan Sosial Masyarakat Masa Reformasi,P,"Layanan Sosial, Asosiasi", - ,LAN,Vina Dwi Laning,Cempaka Putih,2017,3,0,Baik
300,2022-10-06,Mengenal Ekspor dan Impor,M,"Perdagangan, Komunikasi, Transport", - ,FER,Agung Feryanto,Cempaka Putih,2017,3,0,Baik
300,2022-10-06,Gotong Royong Sebagai Budaya Bangsa Indonesia,G,Ilmu-Ilmu Sosial, - ,WIN,Winarti,Saka Mitra Kompetensi,2011,3,0,Baik
700,2022-10-06,Lagu dan Alat Musik Tradisional (Propinsi Jawa Barat dan Propinsi Jawa Timur),L,Musik, - ,IND,Dhea Inda DZ dan Yodi Kurniadi,PT Sarana Panca Karya Nusa,2017,3,0,Baik
700,2022-10-06,Berkreasi dengan Styrofoam,B,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,CV Karsa Mandiri,2006,5,0,Baik
600,2022-10-06,Aneka Keterampilan Praktis di Rumah,A,Kesejahteraan Rumah Tangga, - ,KUR,Kurniasih,Visindo Media Persada,2006,7,0,Baik
600,2022-10-06,"Jeruk Purut DItanam, Uang pun Datang",J,Kesejahteraan Rumah Tangga, - ,IMR,Enceng Imron,Jasa Grafika Indonesia,2006,7,0,Baik
600,2022-10-06,Mengenal Tubuh Kita,M,Ilmu Kedokteran, - ,KUR,Irwan Kurniawan,Penerbit Yayasan Nuansa Cendekia,2006,3,0,Baik
600,2022-10-06,Tahu Sumedang yang Terkenal,T,Teknologi Kimia, - ,NUR,Nuryadi,Nuansa Citra Grafika,2006,6,0,Baik
300,2022-10-06,Lingkungan Hidup dan Polusi,L,Ilmu Teknik, - ,KUR,Irwan Kurniawan,Nuansa,2006,8,0,Baik
600,2022-10-06,Mari Bertanam Jambu Biji,M,Fisika, - ,HAR,Anton Hartanto,Visindo Media Persada,2006,8,0,Baik
600,2022-10-06,Pemeliharaan dan Kegunaan Ternak Sapi Perah,P,Pertanian, - ,MUL,Wahyu Muljana,Aneka Ilmu,2006,8,0,Baik
700,2022-10-06,Menata Ruang Tamu,M,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,CV Karsa Mandiri,2006,6,0,Baik
600,2022-10-06,"Tahu, Makanan Bergizi Tinggi",T,Kesejahteraan Rumah Tangga, - ,DAD,A Dadi Permana,PT Karya Kita,2006,6,0,Baik
700,2022-10-06,Menata Ruang Keluarga,M,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,CV Karsa Mandiri,2006,5,0,Baik
000,2022-10-06,"Perpustakaan, Sahabatku",P,Ilmu Perpustkaan & Informasi, - ,SET,Tanti Setiawati,CV Karsa Mandiri,2006,4,0,Baik
600,2022-10-06,Merawat Rambut,M,Ilmu Kedokteran, - ,ROS,S. Rositawaty,CV Citra Praya,2006,5,0,Baik
600,2022-10-06,Riki Belajar Membuat Buah Tanpa Biji,R,Pertanian, - ,WAR,Edi Warsidi,CV Citra Praya,2006,4,0,Baik
700,2022-10-06,Menata Kebun,M,Ilmu-ilmu tentang Tumbuh-Tumbuhan, - ,CBM,Tim CBM,CV Karsa Mandiri,2006,6,0,Baik
700,2022-10-06,Membuat Kreasi Bunga dari Sedotan,M,Seni Plastik dan Seni Pahat Patung, - ,CBM,Tim CBM,Globalindo,2006,6,0,Baik
700,2022-10-06,Mengenal dan Membuat Kerajinan Keramik,M,Seni Plastik dan Seni Pahat Patung, - ,AMI,Aminudin,CV Nuansa Citra Grafika,2006,6,0,Baik
700,2022-10-06,"Dodi, Si Perajin Tungku yang Giat",D,Seni Plastik dan Seni Pahat Patung, - ,AMB,Beni S Ambarjaya,Visindo Media Persada,2006,8,0,Baik
600,2022-10-06,"Tari, SI Penyayang Binatang",T,Pertanian, - ,SET,Tanti Setiawati,PT Karya Kita,2006,7,0,Baik
600,2022-10-06,Membangun Pertanian Masa Depan,M,Pertanian, - ,AND,Dr. H. Iskandar Andi Nuhung,Aneka Ilmu,2006,2,0,Baik
300,2022-10-06,Keren Tanpa Narkoba,K,Ilmu Kedokteran, - ,GUN,Weka Gunawan,PT Grasindo,2006,14,0,Baik
300,2022-10-06,Merokok Itu Konyol,M,Ilmu Kedokteran, - ,TRIM,Bambang Trim,Ganeca Exact,2006,12,0,Baik
300,2022-10-06,Mengenal Bahaya Narkoba,M,Ilmu Kedokteran, - ,WAR,Edi Warsidi,PT Grafindo Media Pratama,2007,13,0,Baik
600,2022-10-06,Beternak Ayam Jawa Super,B,Pertanian, - ,SUP,Suparman,Ganeca Exact,2006,7,0,Baik
600,2022-10-06,Mari Beternak Ayam,M,Pertanian, - ,SUK,Sukanto dan Sugeng H.R,Aneka Ilmu,2006,7,0,Baik
600,2022-10-06,Aneka Jambu Air dalam Satu Pohon,A,Pertanian, - ,SOP,Yayan Sopyan,PT Karya Kita,2006,7,0,Baik
800,2022-10-06,Petualangan Hasan,P,Adat Istiadat dan Kebiasaan, - ,ASI,"Alis Asikin, S.Ag",Nuansa,2006,3,0,Baik
700,2022-10-06,Jari-Jari Tangan Terampil,J,Menggambar dan Seni Dekorasi, - ,WAN,Wan's,Azkapress,2006,5,0,Baik
700,2022-10-06,Asyiknya Belajar dan Berlatih Menggambar Alam,A,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,CV Karya Mandiri Pratama,2006,2,0,Baik
800,2022-10-06,Hari-Hari Hana,H,Adat Istiadat dan Kebiasaan, - ,THO,M Thoha Anwar,Nuansa,2006,7,0,Baik
600,2022-10-06,Kreasi Sandal dan Sepatu Santai,K,Pembuatan Produk Untuk Penggunaan Khusus, - ,CBM,Tim CBM,Visindo Media Persada,2006,6,0,Baik
300,2022-10-06,Membasuh Noda Demokrasi,M,Ilmu-Ilmu Sosial, - ,HAR,Harwimuka,Ganeca Exact,2006,4,0,Baik
800,2022-10-06,"Mengarang? ..ah, Gampang",M,Kesusasteraan, - ,LAN,Langit Kresna Hariadi,Tiga Serangkai,2006,2,0,Baik
000,2022-10-06,"Buku, Sahabatku",B,Karya Umum, - ,WAR,Edi Warsidi,CV Karsa Mandiri,2006,4,0,Baik
600,2022-10-06,Jamur Tiram Budidaya dan Peluang Usaha,J,Ilmu-ilmu tentang Tumbuh-Tumbuhan, - ,SOE,Hadi Soenanto,Aneka Ilmu,2006,8,0,Baik
500,2022-10-06,Potensi Laut dan Samudra Kita,P,Karya Umum, - ,ISW,"Iswanto, S.Si",PT Intan Sejati,2017,2,0,Baik
600,2022-10-06,Keajaiban Rempah-Rempah,K,Teknologi Kimia, - ,IND,Epi Indriani,CV Nuansa Citra Grafika,2006,5,0,Baik
600,2022-10-06,Cara Beternak Kambing,C,Pertanian, - ,Mul,Edi Muljana,Aneka Ilmu,2006,8,0,Baik
600,2022-10-06,Budidaya Udang,B,Fisika, - ,SOE,Soetarno AK,Aneka Ilmu,2006,7,0,Baik
